Citation_ID,Authors,Year,Title,Journal,Research_Type,Population_Type,Sample_Size,Study_Type,Study_Design,MP_Type,MP_Size,MP_Concentration,Exposure_Route,Exposure_Duration,Health_Outcomes,Key_Findings,Study_Quality,Geographic_Location,Full_Citation
34,Leso V,2023,The endocrine disrupting effects of nanoplastic exposure: A systematic review,Toxicol Ind Health,Review,Human/Animal,-,Systematic Review,-,-,<100nm,-,-,-,Endocrine disruption,-,-,Leso V, Battistini B, Vetrani I, Reppuccia L, Fedele M, Ruggieri F, et al. The endocrine disrupting effects of nanoplastic exposure: A systematic review. Toxicol Ind Health. 2023;39(11):613-29.
35,Li Y,2025,Global distribution characteristics and ecological risk assessment of microplastics in aquatic organisms based on meta-analysis,J Hazard Mater,Review,Marine/Animal,-,Meta-analysis,-,Multiple,-,-,-,-,Aquatic contamination,-,-,Li Y, Ling W, Hou C, Yang J, Xing Y, Lu Q, et al. Global distribution characteristics and ecological risk assessment of microplastics in aquatic organisms based on meta-analysis. J Hazard Mater. 2025;491:137977.
36,Lin HT,2024,Microplastics in Asian rivers: Geographical distribution, most detected types, and inconsistency in methodologies,Environ Pollut,Review,Environmental,-,Review,-,Multiple,-,-,-,-,Asian river pollution,-,-,Lin HT, Schneider F, Aziz MA, Wong KY, Arunachalam KD, Praveena SM, et al. Microplastics in Asian rivers: Geographical distribution, most detected types, and inconsistency in methodologies. Environ Pollut. 2024;349:123985.
37,Liu S,2023,A novel framework-based meta-analysis for in-depth characterization of microplastic pollution and associated ecological risks in Chinese Bays,J Hazard Mater,Review,Environmental,-,Meta-analysis,-,-,-,-,-,-,Chinese bay analysis,-,-,Liu S, Junaid M, Sadaf M, Ai W, Lan X, Wang J. A novel framework-based meta-analysis for in-depth characterization of microplastic pollution and associated ecological risks in Chinese Bays. J Hazard Mater. 2023;444(Pt B):130423.
38,Liu W,2023,Toxicological effects of micro/nano-plastics on mouse/rat models: a systematic review and meta-analysis,Front Public Health,Review,Animal,-,Systematic Review with Meta-analysis,-,PS,PE,-,-,-,Oral,,Multiple toxicities,-,-,Liu W, Zhang B, Yao Q, Feng X, Shen T, Guo P, et al. Toxicological effects of micro/nano-plastics on mouse/rat models: a systematic review and meta-analysis. Front Public Health. 2023;11:110328.
39,Mondal R,2025,Health risk assessment of microplastics contamination in the daily diet of South Asian countries,J Hazard Mater,Review,Human/Food,-,Review,-,-,-,-,-,-,Dietary exposure,-,-,Mondal R, Sarkar DJ, Bhattacharyya S, Raja R, Chaudhuri P, Biswas JK, et al. Health risk assessment of microplastics contamination in the daily diet of South Asian countries. J Hazard Mater. 2025;494:138527.
40,Montezuma T,2024,Effectiveness and safety of biological and target synthetic drugs treatment for psoriatic arthritis: a systematic review with network meta-analysis,Adv Rheumatol,Medical,Human,-,Systematic Review with Network Meta-analysis,-,-,-,-,-,-,Arthritis treatment,-,-,Montezuma T, Probst LF, Almeida MO. Effectiveness and safety of biological and target synthetic drugs treatment for psoriatic arthritis: a systematic review with network meta-analysis. Adv Rheumatol. 2024;64(1):21.
41,Ningrum PT,2024,A systematic review of the effects of airborne microplastic contamination on human lungs,Afr J Reprod Health,Review,Human,-,Systematic Review,-,-,-,-,-,-,Respiratory effects,-,-,Ningrum PT, Keman S, Sulistyorini L, Sudiana IK, Hidayat A, Negoro AHS, et al. A systematic review of the effects of airborne microplastic contamination on human lungs. Afr J Reprod Health. 2024;28(10s):430-48.
42,Oza J,2024,A Systematic Review on Microplastic Contamination in Fishes of Asia: Polymeric Risk Assessment and Future Prospectives,Environ Toxicol Chem,Review,Animal,-,Systematic Review,-,-,-,-,-,-,Asian fish contamination,-,-,Oza J, Rabari V, Yadav VK, Sahoo DK, Patel A, Trivedi J. A Systematic Review on Microplastic Contamination in Fishes of Asia: Polymeric Risk Assessment and Future Prospectives. Environ Toxicol Chem. 2024;43(4):671-85.
43,Parker B,2024,Microplastic-stressor responses are rarely synergistic in freshwater fishes: A meta-analysis,Sci Total Environ,Review,Animal,-,Meta-analysis,-,Multiple,-,-,-,Water exposure,-,Stress responses,-,-,Parker B, Britton JR, Green ID, Jackson MC, Andreou D. Microplastic-stressor responses are rarely synergistic in freshwater fishes: A meta-analysis. Sci Total Environ. 2024;947:174566.
44,Piyathilake U,2023,A review on constructive classification framework of research trends in analytical instrumentation for secondary micro(nano)plastics: What is new and what needs next?,Environ Pollut,Review,Environmental,-,Review,-,-,-,-,-,-,Analytical methods,-,-,Piyathilake U, Lin C, Bundschuh J, Herath I. A review on constructive classification framework of research trends in analytical instrumentation for secondary micro(nano)plastics: What is new and what needs next? Environ Pollut. 2023;335:122320.
45,Pulvirenti E,2022,Effects of Nano and Microplastics on the Inflammatory Process: In Vitro and In Vivo Studies Systematic Review,Front Biosci,Review,Human/Animal,-,Systematic Review,-,-,<100nm,<10um,-,-,-,Inflammatory responses,-,-,Pulvirenti E, Ferrante M, Barbera N, Favara C, Aquilia E, Palella M, et al. Effects of Nano and Microplastics on the Inflammatory Process: In Vitro and In Vivo Studies Systematic Review. Front Biosci (Landmark Ed). 2022;27(10):287.
46,Qualhato G,2023,Plastic microfibers as a risk factor for the health of aquatic organisms: A bibliometric and systematic review of plastic pandemic,Sci Total Environ,Review,Marine/Animal,-,Bibliometric Review,-,Microfibers,-,-,-,-,-,Aquatic health,-,-,Qualhato G, Vieira LG, Oliveira M, Rocha TL. Plastic microfibers as a risk factor for the health of aquatic organisms: A bibliometric and systematic review of plastic pandemic. Sci Total Environ. 2023;870:161949.
47,Ryan-Ndegwa S,2024,Exploring the Human Health Impact of Artificial Turf Worldwide: A Systematic Review,Environ Health Insights,Review,Human,-,Systematic Review,-,-,-,-,-,-,Artificial turf safety,-,-,Ryan-Ndegwa S, Zamani R, Martins T. Exploring the Human Health Impact of Artificial Turf Worldwide: A Systematic Review. Environ Health Insights. 2024;18:11786302241306291.
48,Salerno M,2021,Microplastics and the functional traits of fishes: A global meta-analysis,Glob Chang Biol,Review,Animal,-,Meta-analysis,-,-,-,-,-,-,Fish functional traits,-,-,Salerno M, Berlino M, Mangano MC, Sarà G. Microplastics and the functional traits of fishes: A global meta-analysis. Glob Chang Biol. 2021;27(12):2645-55.
49,Skaba D,2025,Nanoplastics and Immune Disruption: A Systematic Review of Exposure Routes, Mechanisms, and Health Implications,Int J Mol Sci,Review,Human/Animal,-,Systematic Review,-,-,<100nm,-,-,-,-,Immune responses,-,-,Skaba D, Fiegler-Rudol J, Dembicka-Mączka D, Wiench R. Nanoplastics and Immune Disruption: A Systematic Review of Exposure Routes, Mechanisms, and Health Implications. Int J Mol Sci. 2025;26(11).
50,Sojobi AO,2022,Impact of sewer overflow on public health: A comprehensive scientometric analysis and systematic review,Environ Res,Review,Human/Environmental,-,Review,-,-,-,-,-,-,Sewer pollution,-,-,Sojobi AO, Zayed T. Impact of sewer overflow on public health: A comprehensive scientometric analysis and systematic review. Environ Res. 2022;203:111609.
51,Song X,2022,Interactions of microplastics with organic, inorganic and bio-pollutants and the ecotoxicological effects on terrestrial and aquatic organisms,Sci Total Environ,Review,Animal/Environmental,-,Review,-,Multiple,-,-,-,-,-,Co-contaminants,-,-,Song X, Zhuang W, Cui H, Liu M, Gao T, Li A, et al. Interactions of microplastics with organic, inorganic and bio-pollutants and the ecotoxicological effects on terrestrial and aquatic organisms. Sci Total Environ. 2022;838(Pt 2):156068.
52,Sun XL,2023,Bioremediation of microplastics in freshwater environments: A systematic review of biofilm culture, degradation mechanisms, and analytical methods,Sci Total Environ,Review,Environmental,-,Systematic Review,-,-,-,-,-,-,Bioremediation,-,-,Sun XL, Xiang H, Xiong HQ, Fang YC, Wang Y. Bioremediation of microplastics in freshwater environments: A systematic review of biofilm culture, degradation mechanisms, and analytical methods. Sci Total Environ. 2023;863:160953.
53,Symeonides C,2024,An Umbrella Review of Meta-Analyses Evaluating Associations between Human Health and Exposure to Major Classes of Plastic-Associated Chemicals,Ann Glob Health,Review,Human,-,Umbrella Review,-,-,-,-,-,-,Chemical associations,-,-,Symeonides C, Aromataris E, Mulders Y, Dizon J, Stern C, Barker TH, et al. An Umbrella Review of Meta-Analyses Evaluating Associations between Human Health and Exposure to Major Classes of Plastic-Associated Chemicals. Ann Glob Health. 2024;90(1):52.
54,Tang L,2023,Global occurrence, drivers, and environmental risks of microplastics in marine environments,J Environ Manage,Review,Environmental,-,Review,-,-,-,-,-,-,Marine pollution,-,-,Tang L, Feng JC, Li C, Liang J, Zhang S, Yang Z. Global occurrence, drivers, and environmental risks of microplastics in marine environments. J Environ Manage. 2023;329:116961.
55,Ullah R,2022,Micro(nano)plastic pollution in terrestrial ecosystem: emphasis on impacts of polystyrene on soil biota, plants, animals, and humans,Environ Monit Assess,Review,Soil/Animal,-,Review,-,PS (Polystyrene),,-,-,-,-,Soil ecosystem,-,-,Ullah R, Tsui MT, Chow A, Chen H, Williams C, Ligaba-Osena A. Micro(nano)plastic pollution in terrestrial ecosystem: emphasis on impacts of polystyrene on soil biota, plants, animals, and humans. Environ Monit Assess. 2022;195(1):252.
56,Vázquez OA,2021,An ecotoxicological approach to microplastics on terrestrial and aquatic organisms: A systematic review in assessment, monitoring and biological impact,Environ Toxicol Pharmacol,Review,Animal/Environmental,-,Systematic Review,-,-,-,-,-,-,Ecotoxicology,-,-,Vázquez OA, Rahman MS. An ecotoxicological approach to microplastics on terrestrial and aquatic organisms: A systematic review in assessment, monitoring and biological impact. Environ Toxicol Pharmacol. 2021;84:103615.
57,Vdovchenko A,2024,Mapping Microplastics in Humans: Analysis of Polymer Types, and Shapes in Food and Drinking Water-A Systematic Review,Int J Mol Sci,Review,Human/Food,-,Systematic Review,-,-,-,-,-,-,Human food chain,-,-,Vdovchenko A, Resmini M. Mapping Microplastics in Humans: Analysis of Polymer Types, and Shapes in Food and Drinking Water-A Systematic Review. Int J Mol Sci. 2024;25(13).
58,Volsa AM,2025,Micro-nanoplastics pollution and mammalian fertility: A systematic review and meta-analysis,Theriogenology,Review,Animal,-,Systematic Review with Meta-analysis,-,-,-,-,-,-,Mammalian fertility,-,-,Volsa AM, Iacono E, Merlo B. Micro-nanoplastics pollution and mammalian fertility: A systematic review and meta-analysis. Theriogenology. 2025;238:117369.
59,Wan L,2023,Global meta-analysis reveals differential effects of microplastics on soil ecosystem,Sci Total Environ,Review,Soil,-,Meta-analysis,-,-,-,-,-,-,Soil ecosystem changes,-,-,Wan L, Cheng H, Liu Y, Shen Y, Liu G, Su X. Global meta-analysis reveals differential effects of microplastics on soil ecosystem. Sci Total Environ. 2023;867:161403.
60,Wang H,2023,Tire wear particles: Trends from bibliometric analysis, environmental distribution with meta-analysis, and implications,Environ Pollut,Review,Environmental,-,Review,-,Tire wear particles,-,-,-,-,-,Road pollution,-,-,Wang H, Luo Z, Yu R, Yan C, Zhou S, Xing B. Tire wear particles: Trends from bibliometric analysis, environmental distribution with meta-analysis, and implications. Environ Pollut. 2023;322:121150.
61,Woh PY,2024,Microplastics in seafood: Navigating the silent health threat and intestinal implications through a One Health food safety lens,J Hazard Mater,Review,Food/Human,-,Review,-,-,-,-,-,-,Seafood safety,-,-,Woh PY, Shiu HY, Fang JK. Microplastics in seafood: Navigating the silent health threat and intestinal implications through a One Health food safety lens. J Hazard Mater. 2024;480:136350.
62,Xayachak T,2024,The missing link: A systematic review of microplastics and its neglected role in life-cycle assessment,Sci Total Environ,Review,Environmental,-,Systematic Review,-,-,-,-,-,-,Life-cycle assessment,-,-,Xayachak T, Haque N, Lau D, Pramanik BK. The missing link: A systematic review of microplastics and its neglected role in life-cycle assessment. Sci Total Environ. 2024;954:176513.
63,Yang L,2024,Microplastics in drinking water: A review on methods, occurrence, sources, and potential risks assessment,Environ Pollut,Review,Environmental/Human,-,Review,-,-,-,-,-,-,Drinking water quality,-,-,Yang L, Kang S, Luo X, Wang Z. Microplastics in drinking water: A review on methods, occurrence, sources, and potential risks assessment. Environ Pollut. 2024;348:123857.
64,Yang T,2023,Exposure sources and pathways of micro- and nanoplastics in the environment, with emphasis on potential effects in humans: A systematic review,Integr Environ Assess,Review,Human/Environmental,-,Systematic Review,-,-,-,-,-,-,Human exposure routes,-,-,Yang T, Wang J. Exposure sources and pathways of micro- and nanoplastics in the environment, with emphasis on potential effects in humans: A systematic review. Integr Environ Assess Manag. 2023;19(6):1422-32.
65,Yates J,2021,A systematic scoping review of environmental, food security and health impacts of food system plastics,Nat Food,Review,Food/Environmental,-,Scoping Review,-,-,-,-,-,-,Food system impacts,-,-,Yates J, Deeney M, Rolker HB, White H, Kalamatianou S, Kadiyala S. A systematic scoping review of environmental, food security and health impacts of food system plastics. Nat Food. 2021;2(2):80-7.
66,You X,2022,Microplastics in the soil: A review of distribution, anthropogenic impact, and interaction with soil microorganisms based on meta-analysis,Sci Total Environ,Review,Soil,-,Meta-analysis,-,-,-,-,-,-,Soil microorganisms,-,-,You X, Wang S, Li G, Du L, Dong X. Microplastics in the soil: A review of distribution, anthropogenic impact, and interaction with soil microorganisms based on meta-analysis. Sci Total Environ. 2022;832:154975.
67,Zantis LJ,2021,Marine mammals and microplastics: A systematic review and call for standardisation,Environ Pollut,Review,Animal,-,Systematic Review,-,-,-,-,-,-,Marine mammal impacts,-,-,Zantis LJ, Carroll EL, Nelms SE, Bosker T. Marine mammals and microplastics: A systematic review and call for standardisation. Environ Pollut. 2021;269:116142.
68,Zhang H,2024,Potential toxicity of microplastics on vertebrate liver: A systematic review and meta-analysis,Ecotoxicol Environ Saf,Review,Animal,-,Systematic Review with Meta-analysis,-,Multiple,-,-,-,-,Liver toxicity,-,-,Zhang H, Gao Y, Zheng Y, Zheng J, He J, Shi J, et al. Potential toxicity of microplastics on vertebrate liver: A systematic review and meta-analysis. Ecotoxicol Environ Saf. 2024;286:117166.
69,Zhang Z,2024,Reproductive and developmental implications of micro- and nanoplastic internalization: Recent advances and perspectives,Ecotoxicol Environ Saf,Review,Animal,-,Review,-,-,-,-,-,-,Reproductive effects,-,-,Zhang Z, Meng J, Tian J, Li N, Chen Z, Yun X, et al. Reproductive and developmental implications of micro- and nanoplastic internalization: Recent advances and perspectives. Ecotoxicol Environ Saf. 2024;286:117245.
70,Zhao B,2024,The potential toxicity of microplastics on human health,Sci Total Environ,Review,Human,-,Review,-,-,-,-,-,-,Human toxicity,-,-,Zhao B, Rehati P, Yang Z, Cai Z, Guo C, Li Y. The potential toxicity of microplastics on human health. Sci Total Environ. 2024;912:168946.
